symbol,name,log2FC,baseMean,stat,pvalue,padj,is_ISG,is_proviral,is_antiviral
H2AC16,H2A clustered histone 16,-3.901083394169863,831.9349727816551,-14.739464899011198,3.596228710375327e-49,5.173534622745945e-45,False,False,False
TMBIM1,transmembrane BAX inhibitor motif containing 1,-1.6036677208512098,2947.658702809222,-7.964498792824853,1.658948007909371e-15,1.1932813020892104e-11,False,False,False
ISG15,ISG15 ubiquitin like modifier,1.4106995170474197,4576.658170106883,7.349599293387956,1.9880192687600405e-13,9.53321506679398e-10,True,False,True
MT2A,metallothionein 2A,1.487534302632695,6936.352119645853,6.972222775721613,3.1197200738605858e-12,9.052646428736246e-09,False,False,False
ABCD3,ATP binding cassette subfamily D member 3,-1.678301281112151,2285.603951853108,-6.971027750339911,3.146338950624304e-12,9.052646428736246e-09,False,False,False
MAL2,"mal, T cell differentiation protein 2",-1.6247743518622926,2582.56581627082,-6.883231220684436,5.850994052187047e-12,1.2296276342655188e-08,False,False,False
MT1E,metallothionein 1E,1.5140168161883834,1807.5651179871584,6.880049574778833,5.983173529722389e-12,1.2296276342655188e-08,False,False,False
PRAP1,proline rich acidic protein 1,1.3942316811253486,987.8795960368384,6.804574198629668,1.0134854362256514e-11,1.822500185692777e-08,False,False,False
MT1F,metallothionein 1F,2.2248889927600968,758.5113560727616,6.768195348356993,1.3039861813003797e-11,2.0843494671319177e-08,False,False,False
MT-TE,tRNA-Glu,3.446267526322325,83.57884241228336,6.65924573468983,2.7523641720556237e-11,3.959551097919221e-08,False,False,False
PI4K2B,phosphatidylinositol 4-kinase type 2 beta,-1.798124917049927,372.73046529748433,-6.5875692330659685,4.470855281637062e-11,5.8470658256027975e-08,False,False,False
NNMT,nicotinamide N-methyltransferase,1.8216117489183656,281.8325186981075,6.514698083392236,7.28360076283412e-11,8.731823381177638e-08,False,False,False
SRP9,signal recognition particle 9,-1.2175207814679156,22100.607928691144,-6.477815881690017,9.305980889689742e-11,1.0298141621467433e-07,False,False,False
TSPYL2,TSPY like 2,1.9894732631616008,641.3861505592766,6.397632984246274,1.5780402837410392e-10,1.5134458347932393e-07,False,False,False
UBQLN2,ubiquilin 2,-1.2425581084657724,1285.5988243950176,-6.399828446592757,1.5555162506679444e-10,1.5134458347932393e-07,False,False,False
MT1X,metallothionein 1X,1.3989251880217188,1976.3697046592467,6.355193457903448,2.0816447370703278e-10,1.761561246323161e-07,False,False,False
SLC38A4,solute carrier family 38 member 4,-1.6709783032265313,355.91338477925774,-6.3617354702640165,1.9948679168604172e-10,1.761561246323161e-07,False,False,False
CRYBG1,crystallin beta-gamma domain containing 1,-1.7882024505338048,948.2882317283044,-6.155659496381026,7.47657072731332e-10,5.975441471284969e-07,False,False,False
ANGPTL3,angiopoietin like 3,-1.211718963435147,1921.2529015495447,-6.084923140661386,1.1654720618665128e-09,8.824463727374554e-07,False,False,False
IFITM3,interferon induced transmembrane protein 3,1.259981463792475,2332.939026818064,6.074639451364027,1.2426660610396412e-09,8.938496977058138e-07,True,False,True
IFI6,interferon alpha inducible protein 6,2.119222934155254,184.7545326213554,6.052733327363452,1.4240850962628456e-09,9.185239349980788e-07,True,False,True
SCARNA22,small Cajal body-specific RNA 22,2.0493358391755985,649.6411447002757,6.047784217661251,1.4685145631138474e-09,9.185239349980788e-07,False,False,False
LUM,lumican,-1.1380780994135542,1267.7358649121818,-6.011455111326794,1.8386542643972742e-09,1.0580352099047676e-06,False,False,False
R3HDM2,R3H domain containing 2,1.3621368846215096,1342.7368674346856,6.014524272573428,1.8041573431931302e-09,1.0580352099047676e-06,False,False,False
SRSF1,serine and arginine rich splicing factor 1,-1.2291465306672569,3776.635324815984,-5.960064924671707,2.5213773788565967e-09,1.3950974989319614e-06,False,False,False
ZNF124,zinc finger protein 124,-1.1772237686524347,2189.682292419414,-5.904465267305729,3.5379239533477527e-09,1.8850582960318807e-06,False,False,False
CXCL5,C-X-C motif chemokine ligand 5,1.9799200168130555,453.6040653197391,5.861292040068123,4.59279409834769e-09,2.359711996386781e-06,False,False,False
HMGB1P10,high mobility group box 1 pseudogene 10,-1.582267779969987,268.3413425446262,-5.84358376790089,5.108958886077199e-09,2.5343959494864344e-06,False,False,False
HJV,hemojuvelin BMP co-receptor,-2.542204794950775,102.47816443426638,-5.792661653299175,6.927958884836873e-09,3.3221872172421085e-06,False,False,False
AGR2,"anterior gradient 2, protein disulphide isomerase family member",1.1758505917033235,12167.154557494625,5.749986804209683,8.925041472227277e-09,4.141795052240697e-06,False,False,False
PIGW,phosphatidylinositol glycan anchor biosynthesis class W,-1.7124010880763056,1030.100494194767,-5.677807734158073,1.3643193683464988e-08,5.947605585767495e-06,False,False,False
TERB2,telomere repeat binding bouquet formation protein 2,-1.2882937029670327,439.8467703226533,-5.671937720172419,1.4119130956232189e-08,5.974053468716361e-06,False,False,False
TSC22D3,TSC22 domain family member 3,1.501234052124989,1736.5845811655004,5.629222151914171,1.8102412279781776e-08,7.038413596133531e-06,False,False,False
DCPH1,damage control phosphatase 1,-1.055943253071399,2894.7192311046238,-5.63404908439006,1.7602688451421794e-08,7.038413596133531e-06,False,False,False
VTRNA1-3,vault RNA 1-3,1.621932018456821,271.3419927470044,5.629821293137572,1.8039643388575567e-08,7.038413596133531e-06,False,False,False
PARM1,prostate androgen-regulated mucin-like protein 1,1.9581128974261093,304.39618507153347,5.604910138442971,2.083630380911901e-08,7.888185963104898e-06,False,False,False
LINC01419,long intergenic non-protein coding RNA 1419,-1.1109274743639654,1060.586733117844,-5.593602931639931,2.2240527067135992e-08,8.203903138149188e-06,False,False,False
CMPK1,cytidine/uridine monophosphate kinase 1,-1.0577748202052442,7644.476713794354,-5.574520046634353,2.4821322377469712e-08,8.709257163958032e-06,False,False,False
ARL5A,ARF like GTPase 5A,-1.0608040311181597,4207.649459472303,-5.563696732343252,2.6411879131200182e-08,9.04669745670109e-06,False,False,False
MATN3,matrilin 3,-1.269787943241469,1223.585469165881,-5.537485932248672,3.068443322145732e-08,1.026572689125314e-05,False,False,False
ARL6IP1,ARL6 interacting reticulophagy regulator 1,-1.1074071024762522,9529.878442092126,-5.520615006184477,3.3781520584759416e-08,1.1045021707553385e-05,False,False,False
ABCA1,ATP binding cassette subfamily A member 1,-1.2195569434570683,1237.324358134138,-5.509626910944082,3.595950535021985e-08,1.149585431040584e-05,False,False,False
MT-TY,tRNA-Tyr,1.710816581160051,416.04913952721904,5.487587796127521,4.0745951437398365e-08,1.2742853421269843e-05,False,False,False
MYCN,"MYCN proto-oncogene, bHLH transcription factor",-1.4632831766650656,1120.296838241656,-5.463334853267033,4.672719777306454e-08,1.4302499301346948e-05,False,False,False
MCF2L,MCF.2 cell line derived transforming sequence like,2.43725800262975,74.36437908634366,5.449178052831939,5.060313426512779e-08,1.5166181032044336e-05,False,False,False
RETREG1,reticulophagy regulator 1,2.077873217120292,329.85179147518147,5.41179969483396,6.239446104854809e-08,1.7952134332888258e-05,False,False,False
RPL27P4,ribosomal protein L27 pseudogene 4,1.462621865008847,869.7334015947666,5.41330925591299,6.187049697033553e-08,1.7952134332888258e-05,False,False,False
MT1L,metallothionein 1L (pseudogene),2.198354044366781,112.07189779471864,5.404557482068204,6.496858665601083e-08,1.8326237012419053e-05,False,False,False
H1-0,H1.0 linker histone,1.25770486613392,1651.5790801304945,5.357851710794076,8.421731586023018e-08,2.3299044345485985e-05,False,False,False
MT-TP,tRNA-Pro,1.0890097434004895,1779.6113860158182,5.335050121641714,9.551816893163561e-08,2.586348440914691e-05,False,False,False
ZNF92,zinc finger protein 92,-1.751034875120641,531.7657161810795,-5.33210186195116,9.708245225176792e-08,2.586348440914691e-05,False,False,False
TAF9B,TATA-box binding protein associated factor 9b,-1.4337432629375189,656.1698154048256,-5.2623493588939,1.4222618405098998e-07,3.6536890781384674e-05,False,False,False
PBK,PDZ binding kinase,-1.229906809146199,2800.793792925268,-5.234510473801488,1.6542269176754216e-07,3.966284739613103e-05,False,False,False
IL23A,interleukin 23 subunit alpha,3.240193511649103,82.16748151412692,5.237479367335264,1.62784491841114e-07,3.966284739613103e-05,False,False,False
FBXL3,F-box and leucine rich repeat protein 3,-1.269120338128739,342.96502424110645,-5.190096588910308,2.101850223181083e-07,4.95692087060378e-05,False,False,False
KIF20A,kinesin family member 20A,-1.3348751489027224,1726.6880812898642,-5.179641632245821,2.2231256868455962e-07,5.158368730800121e-05,False,False,False
RNU6-6P,"RNA, U6 small nuclear 6, pseudogene",1.4229390778679982,320.0338476439447,5.17260716392308,2.3085002068918642e-07,5.2714419010073576e-05,False,False,False
B4GALT1,"beta-1,4-galactosyltransferase 1",1.2542874678459672,1478.577236148973,5.166417503785272,2.386234511201384e-07,5.36380776220986e-05,False,False,False
CXCL1,C-X-C motif chemokine ligand 1,1.5914794898591664,1546.8640761359784,5.116870887648481,3.106461101503668e-07,6.677831795961151e-05,False,False,False
HHEX,hematopoietically expressed homeobox,-1.019003951642088,4038.843737729372,-5.110318405607918,3.216163156329289e-07,6.804076936316639e-05,False,False,False
BIRC3,baculoviral IAP repeat containing 3,3.275399453806839,56.25300084306448,5.106111529120772,3.2885564141870666e-07,6.8564018223906e-05,False,True,False
AKAP12,A-kinase anchoring protein 12,1.0974724445431188,1050.4141055933633,5.099701479969003,3.401895797345799e-07,6.991381848659522e-05,False,False,False
CD164,CD164 molecule,-1.0956741253066715,10341.456601278023,-5.092533885814968,3.53309543113581e-07,7.158748010185883e-05,False,False,False
HMGN2P41,high mobility group nucleosomal binding domain 2 pseudogene 41,-1.9582424776247225,266.7057318499385,-5.08185746963028,3.737618288329407e-07,7.467968985542617e-05,False,False,False
JDP2,Jun dimerization protein 2,2.1326973565971907,111.30107428121944,5.049841467300706,4.421768695493328e-07,8.503632531057171e-05,False,False,False
RNU6-8,"RNA, U6 small nuclear 8",1.108802027225409,930.5434145331686,5.052112106454586,4.36951097341821e-07,8.503632531057171e-05,False,False,False
LRRC40,leucine rich repeat containing 40,-1.2488708821824648,1223.883857583034,-5.049344539202484,4.433285415190379e-07,8.503632531057171e-05,False,False,False
PLS3,plastin 3,-1.0341095673467162,4466.382571894992,-5.045737992676999,4.517741510903716e-07,8.551609128402744e-05,False,False,False
AKNA,AT-hook transcription factor,2.687096135794855,134.5051385851136,5.033145505154815,4.824966184634306e-07,9.014540718460926e-05,False,False,False
VNN3P,"vanin 3, pseudogene",2.7190920498867324,178.40766314685538,5.007338909959667,5.51877051066775e-07,9.801608958822996e-05,False,False,False
TMEM258,transmembrane protein 258,1.0005601079278958,30098.84974645965,5.00958445557811,5.454768552867073e-07,9.801608958822996e-05,False,False,False
CCNG1,cyclin G1,-1.023346804671951,4926.197340357011,-4.999597747291624,5.745004212455893e-07,0.0001007897934151,False,False,False
SLC39A4,solute carrier family 39 member 4,1.7479498146892678,133.34585610480974,4.9965009143084345,5.837989873158684e-07,0.0001011871353195,False,False,False
H2AC7,H2A clustered histone 7,-2.0610028754259666,81.5511441418453,-4.985408961620157,6.183088802849704e-07,0.0001046469594327,False,False,False
H2AC6,H2A clustered histone 6,-1.0629198017084145,1929.88577179483,-4.969273171189334,6.720433595242565e-07,0.0001111266180473,False,False,False
MT1M,metallothionein 1M,1.436144877595789,634.990570965746,4.960668316122522,7.025105844897002e-07,0.0001148445144144,False,False,False
MAD2L1,mitotic arrest deficient 2 like 1,-1.1790111025972811,6059.281302583959,-4.940800205834765,7.78026008972538e-07,0.0001243631351675,False,False,False
,,-1.692530163043683,213.79946396424197,-4.919670302738034,8.66901121752286e-07,0.0001370465883244,False,False,False
IL32,interleukin 32,1.3261239288688345,4438.183921605083,4.881719231929089,1.0516491932915285e-06,0.0001644459271162,False,False,False
HAMP,hepcidin antimicrobial peptide,1.3936315339929692,741.4170676259695,4.854834386912668,1.2048739639647064e-06,0.0001791586782429,False,False,False
TXNDC5,thioredoxin domain containing 5,-1.5800894392426152,491.8907996606226,-4.858048538055415,1.1854835197144708e-06,0.0001791586782429,False,False,False
RRBP1,ribosome binding protein 1,1.0695096820795522,14339.1353234514,4.8543196963012285,1.2080072146230698e-06,0.0001791586782429,False,False,False
ARG1,arginase 1,-1.2958497297341605,3385.383853126636,-4.84459374797675,1.2687100314106048e-06,0.0001862414542027,False,False,False
RNF138,ring finger protein 138,-1.470901876470569,255.05208590699613,-4.8354865928720985,1.3282032693890045e-06,0.0001930053760952,False,False,False
NXT2,nuclear transport factor 2 like export factor 2,-1.3201244573035746,482.46523859954186,-4.826197481132793,1.3916452027756022e-06,0.0002002020788712,False,False,False
MANF,mesencephalic astrocyte derived neurotrophic factor,1.3283211050761474,2616.455494609949,4.821741349318849,1.4231039871156932e-06,0.0002007134701828,False,False,False
SPINK1,serine peptidase inhibitor Kazal type 1,1.1611624230260509,27754.263166949822,4.817054128633897,1.4569317573908512e-06,0.000203489517105,False,False,False
HOOK2,hook microtubule tethering protein 2,1.2167257201541404,335.81077070896424,4.810752318314081,1.5036325304251654e-06,0.000207992861372,False,False,False
BEX5,brain expressed X-linked 5,3.5043270490905534,51.59698221935556,4.768234967141383,1.8584695524122096e-06,0.0002522258771792,False,False,False
NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",-1.0508387582233478,1058.3097313961391,-4.753520047065883,1.999052726202633e-06,0.0002662812270291,False,False,False
PAQR9,progestin and adipoQ receptor family member 9,-1.3616877837399417,481.7237549702247,-4.733682185605382,2.2048287430326114e-06,0.0002857537504258,False,False,False
MCMBP,minichromosome maintenance complex binding protein,-1.0959051049701316,2427.2494161045915,-4.719815830524879,2.360582689507379e-06,0.0003005251554978,False,False,False
7SK,7SK RNA,1.4948420702862095,298.8815080971658,4.710693509165201,2.468752664736916e-06,0.0003088302246513,False,False,False
GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,-2.888534441470252,39.96583494285159,-4.706081768507966,2.525232645604072e-06,0.0003131723865487,False,False,False
BEST1,bestrophin 1,3.223258162557615,48.12609585258708,4.7038037984969705,2.553586562355009e-06,0.0003139820195387,False,False,False
HES1,hes family bHLH transcription factor 1,1.035442966092741,2287.7787010390025,4.700684544637474,2.592908063216024e-06,0.0003161150457408,False,False,False
STK26,serine/threonine kinase 26,-1.3396315062563326,712.7659815359904,-4.693472277017354,2.68606405961739e-06,0.0003212821263509,False,False,False
RND1,Rho family GTPase 1,1.5849651830687352,207.7996303213308,4.683311045210679,2.822776665815548e-06,0.0003248677209153,False,False,False
LYPLA1,lysophospholipase 1,-1.0233726917036143,2149.345641154377,-4.686226973546224,2.7828763384585307e-06,0.0003248677209153,False,False,False
CXCL10,C-X-C motif chemokine ligand 10,3.930390332587237,55.80123428973736,4.664095816969088,3.0997693415178594e-06,0.0003539149345006,True,False,True
B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",-1.2650072234391747,858.2801837374352,-4.659389331238071,3.1714885008035317e-06,0.0003592522328548,False,False,False
SSR4,signal sequence receptor subunit 4,1.0424148489486962,13977.377801137602,4.645671046502551,3.3897277875486898e-06,0.0003717411614201,False,False,False
PROS1,protein S,-1.220879944402575,4742.402084233479,-4.649390972614802,3.329166089618453e-06,0.0003717411614201,False,False,False
LINC02802,long intergenic non-protein coding RNA 2802,1.0282226500014962,723.0642312190084,4.643497473147141,3.425601841478432e-06,0.0003717411614201,False,False,False
U2AF1L4,U2 small nuclear RNA auxiliary factor 1 like 4,1.1052477059934045,547.7721504198546,4.642200286791005,3.4471846125944887e-06,0.0003717411614201,False,False,False
GAD1,glutamate decarboxylase 1,2.417128833477435,94.57172629995112,4.638673592228783,3.5065234130170367e-06,0.00037366552459,False,False,False
MAT2A,methionine adenosyltransferase 2A,-1.191680326507634,4206.7691253535295,-4.636017401248241,3.551860787654566e-06,0.0003757137447882,False,False,False
STAM-DT,STAM divergent transcript,1.4283898854773385,181.875005102515,4.63053437256438,3.6472322836007783e-06,0.0003803225843309,False,False,False
HMGA2-AS1,HMGA2 antisense RNA 1,-1.3251100810575516,264.7452251892571,-4.62454561040217,3.754204727253345e-06,0.0003885466849371,False,False,False
DCK,deoxycytidine kinase,-1.2644669567220197,843.8194740140411,-4.593507513608087,4.358573189870687e-06,0.0004446981128331,False,False,False
,,1.118106077031345,346.9721943680054,4.585517574412685,4.528631780245816e-06,0.0004587950478212,False,False,False
BMF,Bcl2 modifying factor,1.2274208144103722,509.45946516471565,4.579845702480264,4.65319080839978e-06,0.0004640490713307,False,False,False
RABAC1,Rab acceptor 1,1.016123339637049,6868.420208773329,4.580930664800081,4.629113075026729e-06,0.0004640490713307,False,False,False
FMOD,fibromodulin,1.015627823594122,1221.1546718730997,4.575856316811763,4.742759851326682e-06,0.0004673242686382,False,False,False
RBP2,retinol binding protein 2,1.1002736813344944,762.6793393549278,4.568336348533722,4.916106889405309e-06,0.0004811096170815,False,False,False
SPTLC3,serine palmitoyltransferase long chain base subunit 3,-1.3343375241306343,654.9713627667497,-4.561631364625683,5.075770421862484e-06,0.0004933786033034,False,False,False
PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A,1.193141396596362,1304.6652039835335,4.554255313303786,5.257147602948173e-06,0.0005068538524151,False,False,False
NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,1.0373408462664846,4415.721649888709,4.553149624872999,5.284865693192504e-06,0.0005068538524151,False,False,False
DKK1,dickkopf Wnt signaling pathway inhibitor 1,-1.0920326817855688,7381.773006237064,-4.543966736921312,5.520537306788589e-06,0.0005259499979831,False,False,False
SEC23A,"SEC23 homolog A, COPII component",-1.1372700655197692,2039.4276415206853,-4.537538727651545,5.6914580882645445e-06,0.0005386665530116,False,False,False
AGTR1,angiotensin II receptor type 1,-1.7327341802024547,109.07249688971368,-4.52546764929349,6.026209968336197e-06,0.0005629419260031,False,False,False
CPB2,carboxypeptidase B2,-1.0605070876914038,3199.4317195464632,-4.520579284329823,6.167064240109057e-06,0.0005723831365045,False,False,False
FUT1,fucosyltransferase 1 (H blood group),7.956246276382788,102.63094847158013,4.511118753880525,6.448660346449207e-06,0.000593906661037,False,False,False
LMAN1,"lectin, mannose binding 1",1.0312809839577863,4635.849264299981,4.498630400093515,6.839264094605742e-06,0.000622719324462,False,False,False
CUL2,cullin 2,-1.0117112490320492,1226.5395439528247,-4.494988616868035,6.957366891830193e-06,0.0006294885541249,False,False,False
EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,1.1118582396315673,23232.28518854427,4.492699703412787,7.032591841910195e-06,0.0006323179139857,False,False,False
ZBTB38,zinc finger and BTB domain containing 38,1.0120005302271766,1059.4774719899012,4.478709684909837,7.509558192825539e-06,0.0006627760991533,False,False,False
LINC00324,long intergenic non-protein coding RNA 324,1.506382009658822,145.77173325068122,4.479852481462409,7.4694644971720625e-06,0.0006627760991533,False,False,False
ABCA7,ATP binding cassette subfamily A member 7,1.0588803825972315,548.7522849344771,4.474769734163766,7.649370453836971e-06,0.0006709990448103,False,False,False
SLC25A45,solute carrier family 25 member 45,1.23649382322455,586.3589106781869,4.471970924670349,7.750196680212498e-06,0.0006757232087365,False,False,False
GPX2,glutathione peroxidase 2,1.0368008769009085,1055.535566489456,4.467800208891544,7.902806145275168e-06,0.0006848781277465,False,False,False
IGFBP4,insulin like growth factor binding protein 4,-1.246685396754165,501.14626866251945,-4.4625925713299095,8.097392785216745e-06,0.0006933874560007,False,False,False
SLC71A1,solute carrier family 71 member 1,-1.0142410020025563,2153.2801828323963,-4.462655663587135,8.09500812898048e-06,0.0006933874560007,False,False,False
,,-1.3908368098982955,202.2120072293524,-4.459887363906272,8.200273739460211e-06,0.0006980422367803,False,False,False
NIPAL3,NIPA like domain containing 3,1.041742627998869,541.0614158756264,4.450232201607602,8.57774948040393e-06,0.0007214623426282,False,False,False
KIF16B,kinesin family member 16B,1.0699566501160978,582.0106052986948,4.446198054519416,8.740337242863699e-06,0.0007268120900337,False,False,False
MAP2K3,mitogen-activated protein kinase kinase 3,-1.376335395517138,1390.0230528431962,-4.436994480844802,9.122363159570356e-06,0.0007542202092734,False,False,False
DLGAP1-AS2,DLGAP1 antisense RNA 2,2.1627437645574976,82.4606644379821,4.429909685906079,9.427256027890378e-06,0.000770315088857,False,False,False
