symbol,sample_1,sample_2,value_1,value_2,log2FoldChange,pvalue,sig_flag,padj
FLJ42289,Mock,ZIKV,0.0193255,0.00376794,-2.35866,1.0,no,1.0
LOC100506172,Mock,ZIKV,0.0462308,0.00901614,-2.35827,1.0,no,1.0
LOC728228,Mock,ZIKV,0.0628139,0.0122509,-2.35819,1.0,no,1.0
GHRL,Mock,ZIKV,0.852387,0.166263,-2.35804,0.00805,yes,0.00805
OR13C2,Mock,ZIKV,0.0399242,0.00778813,-2.35792,1.0,no,1.0
TULP1,Mock,ZIKV,0.0318547,0.00621523,-2.35762,1.0,no,1.0
GOLGA6A,Mock,ZIKV,0.0187498,0.00368353,-2.34771,1.0,no,1.0
MATK,Mock,ZIKV,0.0929105,0.0182856,-2.34513,1.0,no,1.0
MAPT-IT1,Mock,ZIKV,0.047358,0.00932293,-2.34475,1.0,no,1.0
LINC00313,Mock,ZIKV,0.226826,0.0446687,-2.34425,1.0,no,1.0
ATG16L2,Mock,ZIKV,5.80167,1.1441,-2.34225,5e-05,yes,5e-05
TEX26-AS1,Mock,ZIKV,0.0790503,0.0156409,-2.33744,1.0,no,1.0
H2BFWT,Mock,ZIKV,0.0862127,0.0170685,-2.33656,1.0,no,1.0
OSTN,Mock,ZIKV,0.700627,0.139005,-2.33351,0.1655,no,0.1655
CXCL14,Mock,ZIKV,0.739516,0.146885,-2.33189,0.0015,yes,0.0015
C11orf92,Mock,ZIKV,0.0759959,0.0150988,-2.33149,1.0,no,1.0
SLC5A4,Mock,ZIKV,0.149053,0.0296876,-2.32789,1.0,no,1.0
TCEAL6,Mock,ZIKV,0.0382542,0.00763293,-2.32531,1.0,no,1.0
LINC00314,Mock,ZIKV,0.266671,0.0533183,-2.32236,1.0,no,1.0
OR2H2,Mock,ZIKV,0.64585,0.129416,-2.31919,0.02705,no,0.02705
KTN1-AS1,Mock,ZIKV,0.484643,0.097289,-2.31657,1.0,no,1.0
HK3,Mock,ZIKV,0.207406,0.0417652,-2.31209,1.0,no,1.0
LOC100134868,Mock,ZIKV,6.6332,1.34332,-2.3039,5e-05,yes,5e-05
ITIH6,Mock,ZIKV,0.0671744,0.0136221,-2.30196,1.0,no,1.0
LEKR1,Mock,ZIKV,0.0477534,0.00968427,-2.30189,1.0,no,1.0
KCNS1,Mock,ZIKV,0.0439396,0.00893319,-2.29827,1.0,no,1.0
LOC254896,Mock,ZIKV,0.574535,0.11692,-2.29688,1.0,no,1.0
LINC00659,Mock,ZIKV,0.0674172,0.0137252,-2.29629,1.0,no,1.0
C5orf63,Mock,ZIKV,0.150575,0.0306573,-2.29618,1.0,no,1.0
FOLR1,Mock,ZIKV,0.0335026,0.00682481,-2.29541,1.0,no,1.0
PSCA,Mock,ZIKV,0.0910568,0.0185492,-2.29541,1.0,no,1.0
KLRF1,Mock,ZIKV,0.0277509,0.00565913,-2.29388,1.0,no,1.0
TEX19,Mock,ZIKV,0.0453341,0.00924505,-2.29384,1.0,no,1.0
LDHC,Mock,ZIKV,0.0280264,0.00571684,-2.2935,1.0,no,1.0
LOC100130238,Mock,ZIKV,0.0505541,0.0103236,-2.29188,1.0,no,1.0
NCMAP,Mock,ZIKV,0.0393573,0.00803886,-2.29157,1.0,no,1.0
SUSD2,Mock,ZIKV,7.24014,1.48148,-2.28898,5e-05,yes,5e-05
SPATA32,Mock,ZIKV,0.0952992,0.0195085,-2.28836,1.0,no,1.0
GPR144,Mock,ZIKV,0.163016,0.033435,-2.28558,1.0,no,1.0
C6orf118,Mock,ZIKV,5.98062,1.23151,-2.27987,5e-05,yes,5e-05
PCOLCE2,Mock,ZIKV,0.412657,0.0850227,-2.27902,1.0,no,1.0
SAMD7,Mock,ZIKV,0.023837,0.00492768,-2.27422,1.0,no,1.0
GCGR,Mock,ZIKV,0.0286608,0.00592494,-2.27421,1.0,no,1.0
DPYS,Mock,ZIKV,0.0255478,0.00528429,-2.27342,1.0,no,1.0
DLX6-AS1,Mock,ZIKV,3.14473,0.653523,-2.26662,5e-05,yes,5e-05
GALR3,Mock,ZIKV,0.0550906,0.0114725,-2.26363,1.0,no,1.0
UROC1,Mock,ZIKV,0.0739875,0.0154361,-2.26098,1.0,no,1.0
GUCY2F,Mock,ZIKV,0.0530518,0.0110823,-2.25915,1.0,no,1.0
ADAM28,Mock,ZIKV,0.630283,0.131671,-2.25906,5e-05,yes,5e-05
DAW1,Mock,ZIKV,0.77965,0.162946,-2.25843,0.0015,yes,0.0015
WBSCR27,Mock,ZIKV,0.409164,0.0855369,-2.25806,1.0,no,1.0
BRWD1-AS1,Mock,ZIKV,0.10719,0.0224093,-2.25799,1.0,no,1.0
HAS2-AS1,Mock,ZIKV,0.0232483,0.00486859,-2.25555,1.0,no,1.0
VAMP5,Mock,ZIKV,0.269916,0.0565704,-2.25439,1.0,no,1.0
BASP1P1,Mock,ZIKV,0.371934,0.0781538,-2.25066,1.0,no,1.0
MRGPRF,Mock,ZIKV,0.125544,0.0264224,-2.24837,1.0,no,1.0
FAM178B,Mock,ZIKV,0.128126,0.0269899,-2.24708,1.0,no,1.0
PSD4,Mock,ZIKV,0.105745,0.0223148,-2.24451,1.0,no,1.0
ADH6,Mock,ZIKV,0.403457,0.0851777,-2.24387,1.0,no,1.0
CECR5-AS1,Mock,ZIKV,0.973992,0.205933,-2.24174,0.2389,no,0.2389
GSDMD,Mock,ZIKV,0.11732,0.0248526,-2.23898,1.0,no,1.0
C17orf72,Mock,ZIKV,1.09581,0.232334,-2.23773,5e-05,yes,5e-05
EVA1C,Mock,ZIKV,0.607714,0.128858,-2.23761,1.0,no,1.0
SNORA12,Mock,ZIKV,24.961,5.29433,-2.23716,0.45845,no,0.45845
CD226,Mock,ZIKV,0.250614,0.0532311,-2.23512,1.0,no,1.0
DPY19L2P1,Mock,ZIKV,0.557268,0.118443,-2.23418,1.0,no,1.0
SCARNA6,Mock,ZIKV,1.84266,0.392867,-2.22968,0.4346,no,0.4346
TDO2,Mock,ZIKV,0.121012,0.0258135,-2.22896,1.0,no,1.0
SNORD12,Mock,ZIKV,16.2873,3.47455,-2.22885,1.0,no,1.0
NXPH2,Mock,ZIKV,1.17552,0.250823,-2.22856,5e-05,yes,5e-05
AQP7P1,Mock,ZIKV,1.70333,0.364215,-2.2255,5e-05,yes,5e-05
ST3GAL6-AS1,Mock,ZIKV,0.583768,0.124909,-2.22452,1.0,no,1.0
ARHGAP36,Mock,ZIKV,0.0764635,0.0163904,-2.22192,1.0,no,1.0
PAX9,Mock,ZIKV,0.0175951,0.00377232,-2.22165,1.0,no,1.0
C4orf36,Mock,ZIKV,0.399443,0.0859274,-2.2168,1.0,no,1.0
CD207,Mock,ZIKV,0.0141181,0.00303933,-2.21572,1.0,no,1.0
C1orf140,Mock,ZIKV,0.00549522,0.00118302,-2.2157,1.0,no,1.0
CDH10,Mock,ZIKV,0.066729,0.0143728,-2.21497,1.0,no,1.0
PRAP1,Mock,ZIKV,0.303979,0.0656061,-2.21207,1.0,no,1.0
GUCY2C,Mock,ZIKV,0.0138933,0.00300953,-2.20678,1.0,no,1.0
TNFRSF8,Mock,ZIKV,0.0264077,0.00572639,-2.20526,1.0,no,1.0
LOC727915,Mock,ZIKV,0.0771882,0.0167524,-2.20401,1.0,no,1.0
EFCAB1,Mock,ZIKV,1.66037,0.361564,-2.19918,5e-05,yes,5e-05
WNT8B,Mock,ZIKV,45.952,10.0449,-2.19366,5e-05,yes,5e-05
S100B,Mock,ZIKV,0.605885,0.132593,-2.19204,1.0,no,1.0
OSR2,Mock,ZIKV,0.360874,0.0790469,-2.19071,1.0,no,1.0
CLECL1,Mock,ZIKV,0.171365,0.0376021,-2.18818,1.0,no,1.0
VWA3B,Mock,ZIKV,0.124853,0.0274078,-2.18757,1.0,no,1.0
LOC100506085,Mock,ZIKV,0.0470181,0.0103325,-2.18603,1.0,no,1.0
HOXA9,Mock,ZIKV,0.0118999,0.00262674,-2.1796,1.0,no,1.0
SLC13A5,Mock,ZIKV,0.0648778,0.0143455,-2.17713,1.0,no,1.0
PI15,Mock,ZIKV,18.3203,4.05363,-2.17615,5e-05,yes,5e-05
C1orf189,Mock,ZIKV,1.23248,0.272864,-2.17531,0.01255,yes,0.01255
FAM83A,Mock,ZIKV,0.074081,0.0164044,-2.17502,1.0,no,1.0
C1QTNF5,Mock,ZIKV,0.429326,0.0953629,-2.17057,1.0,no,1.0
OTX2-AS1,Mock,ZIKV,0.858558,0.190734,-2.17035,5e-05,yes,5e-05
OLFML3,Mock,ZIKV,0.625658,0.139187,-2.16835,0.0016,yes,0.0016
SRG7,Mock,ZIKV,0.244618,0.0544189,-2.16835,1.0,no,1.0
LOC100507032,Mock,ZIKV,1.15984,0.258594,-2.16517,5e-05,yes,5e-05
LIPI,Mock,ZIKV,0.440281,0.0982651,-2.16367,1.0,no,1.0
TSLP,Mock,ZIKV,0.0427319,0.00955319,-2.16126,1.0,no,1.0
GINS3,Mock,ZIKV,6.46625,1.44722,-2.15965,5e-05,yes,5e-05
ICAM2,Mock,ZIKV,0.660578,0.148137,-2.1568,0.00995,yes,0.00995
CACNA1S,Mock,ZIKV,0.0516969,0.0115979,-2.15621,1.0,no,1.0
MPP4,Mock,ZIKV,0.0763601,0.017174,-2.15259,1.0,no,1.0
FRMPD2P1,Mock,ZIKV,0.0577723,0.0130169,-2.14999,1.0,no,1.0
C1RL,Mock,ZIKV,0.803256,0.181151,-2.14867,0.00085,yes,0.00085
LCN9,Mock,ZIKV,0.45266,0.102114,-2.14825,1.0,no,1.0
HSD17B2,Mock,ZIKV,0.094198,0.021253,-2.14803,1.0,no,1.0
FBXO43,Mock,ZIKV,0.514883,0.116326,-2.14608,1.0,no,1.0
MGP,Mock,ZIKV,0.174834,0.0395027,-2.14596,1.0,no,1.0
ANG,Mock,ZIKV,1.20956,0.274755,-2.13826,0.02215,yes,0.02215
FAM71E2,Mock,ZIKV,0.0224709,0.00510765,-2.13733,1.0,no,1.0
OR6W1P,Mock,ZIKV,0.0171328,0.00390455,-2.13353,1.0,no,1.0
LOC100128505,Mock,ZIKV,0.0143318,0.00326624,-2.13352,1.0,no,1.0
C8orf86,Mock,ZIKV,0.0108743,0.00247828,-2.13351,1.0,no,1.0
GJA5,Mock,ZIKV,0.032409,0.00739103,-2.13255,1.0,no,1.0
GBP6,Mock,ZIKV,0.0150614,0.00343616,-2.13198,1.0,no,1.0
ST6GALNAC2,Mock,ZIKV,0.155511,0.0355179,-2.1304,1.0,no,1.0
LINC00333,Mock,ZIKV,0.36911,0.0844759,-2.12744,1.0,no,1.0
KRT23,Mock,ZIKV,0.36904,0.0844871,-2.12698,1.0,no,1.0
LOC440600,Mock,ZIKV,0.188706,0.0433054,-2.12352,1.0,no,1.0
ZDHHC19,Mock,ZIKV,0.307589,0.0706254,-2.12275,1.0,no,1.0
CHST13,Mock,ZIKV,0.0463102,0.0106416,-2.12161,1.0,no,1.0
C22orf15,Mock,ZIKV,1.38403,0.318329,-2.12029,0.0466,no,0.0466
SYT14L,Mock,ZIKV,0.0391616,0.00903129,-2.11644,1.0,no,1.0
MFGE8,Mock,ZIKV,40.2086,9.30133,-2.112,5e-05,yes,5e-05
SAGE1,Mock,ZIKV,0.0166408,0.00385191,-2.11108,1.0,no,1.0
PRSS30P,Mock,ZIKV,0.0171374,0.00396771,-2.11077,1.0,no,1.0
SPARCL1,Mock,ZIKV,4.20209,0.974964,-2.10768,5e-05,yes,5e-05
SPATS1,Mock,ZIKV,0.076039,0.0176961,-2.1033,1.0,no,1.0
FLJ41941,Mock,ZIKV,0.0315887,0.00736359,-2.10093,1.0,no,1.0
LOC440925,Mock,ZIKV,0.0261466,0.00610234,-2.09919,1.0,no,1.0
ANKRD7,Mock,ZIKV,0.112592,0.0263691,-2.09419,1.0,no,1.0
FAM110D,Mock,ZIKV,0.1739,0.0408278,-2.09063,1.0,no,1.0
TPBG,Mock,ZIKV,191.205,44.9644,-2.08826,5e-05,yes,5e-05
FAM209A,Mock,ZIKV,0.181417,0.0426708,-2.08799,1.0,no,1.0
SLC35G1,Mock,ZIKV,1.02038,0.240317,-2.08609,5e-05,yes,5e-05
DACT3-AS1,Mock,ZIKV,0.599361,0.141511,-2.08251,1.0,no,1.0
CLDN5,Mock,ZIKV,0.306329,0.0724288,-2.08045,1.0,no,1.0
RLN2,Mock,ZIKV,0.378946,0.0898027,-2.07716,1.0,no,1.0
MFI2-AS1,Mock,ZIKV,6.59999,1.5699,-2.07179,5e-05,yes,5e-05
"CFC1,CFC1B",Mock,ZIKV,0.242958,0.0578564,-2.07016,1.0,no,1.0
BHLHE40-AS1,Mock,ZIKV,0.139548,0.0332316,-2.07013,1.0,no,1.0
TMEM132D,Mock,ZIKV,0.0241197,0.00575052,-2.06845,1.0,no,1.0
TNFSF13,Mock,ZIKV,0.298369,0.0712007,-2.06713,1.0,no,1.0
SEC14L4,Mock,ZIKV,0.110985,0.0265248,-2.06495,1.0,no,1.0
MYOG,Mock,ZIKV,0.100721,0.0240894,-2.06389,1.0,no,1.0
PTH2R,Mock,ZIKV,0.0644114,0.0154223,-2.0623,1.0,no,1.0
VSX1,Mock,ZIKV,1.75166,0.419639,-2.0615,5e-05,yes,5e-05
TTF2,Mock,ZIKV,3.9222,0.944564,-2.05394,5e-05,yes,5e-05
SLC6A16,Mock,ZIKV,2.81808,0.679649,-2.05185,5e-05,yes,5e-05
KCNJ2-AS1,Mock,ZIKV,1.29628,0.312764,-2.05123,5e-05,yes,5e-05
IL13RA2,Mock,ZIKV,0.19077,0.0460934,-2.0492,1.0,no,1.0
MROH7,Mock,ZIKV,0.0536621,0.0129906,-2.04643,1.0,no,1.0
BRS3,Mock,ZIKV,0.017314,0.00419158,-2.04637,1.0,no,1.0
LOC100422737,Mock,ZIKV,0.017694,0.00428357,-2.04637,1.0,no,1.0
SUSD5,Mock,ZIKV,0.359923,0.087176,-2.04568,1.0,no,1.0
LOC401177,Mock,ZIKV,0.00992908,0.00240545,-2.04535,1.0,no,1.0
CLDN23,Mock,ZIKV,0.0377554,0.00916052,-2.04318,1.0,no,1.0
CYP1B1-AS1,Mock,ZIKV,0.0560816,0.0136086,-2.04301,1.0,no,1.0
ATHL1,Mock,ZIKV,8.46073,2.05377,-2.04251,5e-05,yes,5e-05
BARX1,Mock,ZIKV,0.103185,0.0250494,-2.04239,1.0,no,1.0
FGF14-AS2,Mock,ZIKV,4.27175,1.03705,-2.04234,0.0011,yes,0.0011
LYG2,Mock,ZIKV,0.228606,0.0557734,-2.03522,1.0,no,1.0
SLCO1B1,Mock,ZIKV,0.0347341,0.00847575,-2.03494,1.0,no,1.0
SAPCD1,Mock,ZIKV,8.76946,2.14182,-2.03365,0.01385,yes,0.01385
HTR1F,Mock,ZIKV,0.0231393,0.00565669,-2.03231,1.0,no,1.0
C1R,Mock,ZIKV,0.586314,0.143623,-2.02939,1.0,no,1.0
FLI1,Mock,ZIKV,0.0255291,0.00625484,-2.0291,1.0,no,1.0
FBXW12,Mock,ZIKV,0.812905,0.199298,-2.02816,0.0642,no,0.0642
OR7E37P,Mock,ZIKV,0.257621,0.0632625,-2.02583,1.0,no,1.0
C1QTNF2,Mock,ZIKV,0.376994,0.0926651,-2.02445,1.0,no,1.0
LOC643387,Mock,ZIKV,0.0376061,0.00924462,-2.02428,1.0,no,1.0
CER1,Mock,ZIKV,0.176995,0.0436933,-2.01822,1.0,no,1.0
XKR5,Mock,ZIKV,0.46882,0.115886,-2.01633,1.0,no,1.0
GYPE,Mock,ZIKV,0.015987,0.00395406,-2.01549,1.0,no,1.0
FAM159B,Mock,ZIKV,0.0804909,0.0199086,-2.01543,1.0,no,1.0
BOLL,Mock,ZIKV,0.0410464,0.0101703,-2.01289,1.0,no,1.0
OLFM4,Mock,ZIKV,0.0487444,0.0120959,-2.01072,1.0,no,1.0
ENTPD3-AS1,Mock,ZIKV,0.473969,0.117665,-2.0101,1.0,no,1.0
FLJ12334,Mock,ZIKV,0.0615284,0.0152916,-2.00852,1.0,no,1.0
EMILIN2,Mock,ZIKV,1.07357,0.267416,-2.00526,5e-05,yes,5e-05
LRRC33,Mock,ZIKV,0.669083,0.166873,-2.00343,0.0003,yes,0.0003
C11orf65,Mock,ZIKV,0.495951,0.123805,-2.00213,1.0,no,1.0
EMR4P,Mock,ZIKV,0.0346875,0.00866002,-2.00198,1.0,no,1.0
SPC24,Mock,ZIKV,9.18216,2.29269,-2.00179,5e-05,yes,5e-05
A4GALT,Mock,ZIKV,0.0356666,0.0089073,-2.00151,1.0,no,1.0
PION,Mock,ZIKV,0.0518026,0.0129708,-1.99775,1.0,no,1.0
ICAM4,Mock,ZIKV,0.0762743,0.0190993,-1.99768,1.0,no,1.0
LINC00173,Mock,ZIKV,3.30737,0.828424,-1.99724,0.00265,yes,0.00265
ZNF890P,Mock,ZIKV,0.176693,0.044276,-1.99664,1.0,no,1.0
DENND5B-AS1,Mock,ZIKV,0.538752,0.13513,-1.99527,1.0,no,1.0
ART5,Mock,ZIKV,2.36852,0.595252,-1.99241,5e-05,yes,5e-05
LOC100506025,Mock,ZIKV,0.0465254,0.0117099,-1.99029,1.0,no,1.0
TTC34,Mock,ZIKV,0.0553015,0.0139293,-1.9892,1.0,no,1.0
SELL,Mock,ZIKV,0.0417658,0.0105314,-1.98762,1.0,no,1.0
CD52,Mock,ZIKV,0.199258,0.0502924,-1.98623,1.0,no,1.0
KIAA1024L,Mock,ZIKV,0.171243,0.0432294,-1.98596,1.0,no,1.0
NPY6R,Mock,ZIKV,0.0383629,0.00968942,-1.98523,1.0,no,1.0
C17orf77,Mock,ZIKV,0.0660017,0.0166787,-1.9845,1.0,no,1.0
NRGN,Mock,ZIKV,3.02313,0.765049,-1.98242,5e-05,yes,5e-05
LOC649352,Mock,ZIKV,0.249832,0.0632931,-1.98084,1.0,no,1.0
TEKT1,Mock,ZIKV,0.697294,0.176746,-1.98009,0.0102,yes,0.0102
NTF4,Mock,ZIKV,0.475015,0.12042,-1.9799,1.0,no,1.0
SPG20OS,Mock,ZIKV,0.750426,0.190311,-1.97935,0.26865,no,0.26865
EGR3,Mock,ZIKV,13.5077,3.4285,-1.97813,5e-05,yes,5e-05
ELOVL3,Mock,ZIKV,0.173614,0.0440936,-1.97724,1.0,no,1.0
ABCA4,Mock,ZIKV,0.02096,0.00532617,-1.97647,1.0,no,1.0
C6orf141,Mock,ZIKV,0.345221,0.087805,-1.97514,1.0,no,1.0
GLYAT,Mock,ZIKV,0.141019,0.0359068,-1.97356,1.0,no,1.0
PPFIA4,Mock,ZIKV,4.97917,1.26831,-1.973,5e-05,yes,5e-05
HAPLN4,Mock,ZIKV,0.4305,0.109757,-1.9717,1.0,no,1.0
ADH1A,Mock,ZIKV,0.147496,0.0376723,-1.9691,1.0,no,1.0
MMP21,Mock,ZIKV,0.0267806,0.00686874,-1.96307,1.0,no,1.0
SMPDL3B,Mock,ZIKV,0.0667068,0.0171121,-1.96281,1.0,no,1.0
COMP,Mock,ZIKV,0.029145,0.00748204,-1.96174,1.0,no,1.0
SPON2,Mock,ZIKV,3.39686,0.872257,-1.96138,5e-05,yes,5e-05
FAM35BP,Mock,ZIKV,0.118737,0.030496,-1.96108,1.0,no,1.0
AQP7P3,Mock,ZIKV,11.183,2.8748,-1.95978,5e-05,yes,5e-05
LOC400548,Mock,ZIKV,0.0783831,0.0201516,-1.95965,1.0,no,1.0
"HEATR8-TTC4,MROH7",Mock,ZIKV,0.127645,0.0328739,-1.95713,1.0,no,1.0
MKRN9P,Mock,ZIKV,0.0120969,0.00312543,-1.95251,1.0,no,1.0
CCDC89,Mock,ZIKV,0.00882497,0.00228008,-1.9525,1.0,no,1.0
LOC643401,Mock,ZIKV,26.1175,6.74903,-1.95226,5e-05,yes,5e-05
STOML3,Mock,ZIKV,0.696511,0.180026,-1.95194,0.06055,no,0.06055
SNORD87,Mock,ZIKV,25.7238,6.65821,-1.9499,1.0,no,1.0
P2RY4,Mock,ZIKV,0.353341,0.0914865,-1.94943,1.0,no,1.0
C1orf186,Mock,ZIKV,0.434373,0.112622,-1.94745,1.0,no,1.0
KLHL7-AS1,Mock,ZIKV,0.281052,0.0730109,-1.94465,1.0,no,1.0
HLA-DOA,Mock,ZIKV,0.105227,0.0274251,-1.93994,1.0,no,1.0
PROSER2-AS1,Mock,ZIKV,0.0732261,0.0190868,-1.93978,1.0,no,1.0
PRSS36,Mock,ZIKV,0.0596309,0.0155589,-1.93832,1.0,no,1.0
TMEM102,Mock,ZIKV,0.35439,0.0925739,-1.93666,1.0,no,1.0
RDM1,Mock,ZIKV,2.02621,0.529359,-1.93647,5e-05,yes,5e-05
LOC401010,Mock,ZIKV,0.0165593,0.00432659,-1.93634,1.0,no,1.0
LINC00858,Mock,ZIKV,0.0168804,0.00441198,-1.93585,1.0,no,1.0
AMHR2,Mock,ZIKV,0.0739,0.0193201,-1.93547,1.0,no,1.0
CSF3R,Mock,ZIKV,0.0933743,0.0244137,-1.93533,1.0,no,1.0
UHRF1,Mock,ZIKV,28.7659,7.52346,-1.93489,5e-05,yes,5e-05
LINC00552,Mock,ZIKV,0.101182,0.0264639,-1.93485,1.0,no,1.0
IFI44,Mock,ZIKV,0.697663,0.18257,-1.93408,0.00275,yes,0.00275
FSHR,Mock,ZIKV,0.0568044,0.0148862,-1.93203,1.0,no,1.0
FXYD2,Mock,ZIKV,0.87539,0.229595,-1.93083,0.244,no,0.244
PTPRB,Mock,ZIKV,0.327425,0.0858995,-1.93044,1.0,no,1.0
NMBR,Mock,ZIKV,0.346067,0.090815,-1.93005,1.0,no,1.0
ALOX15,Mock,ZIKV,0.185952,0.0488174,-1.92946,1.0,no,1.0
PRSS37,Mock,ZIKV,0.0870374,0.0228647,-1.92851,1.0,no,1.0
DUSP23,Mock,ZIKV,5.3384,1.40784,-1.92293,5e-05,yes,5e-05
CEACAM21,Mock,ZIKV,0.0666184,0.0175719,-1.92265,1.0,no,1.0
AGR3,Mock,ZIKV,0.0406578,0.0107305,-1.92182,1.0,no,1.0
LOC339593,Mock,ZIKV,0.0107483,0.00283764,-1.92135,1.0,no,1.0
FRK,Mock,ZIKV,0.00841319,0.0022212,-1.92131,1.0,no,1.0
SNORA2A,Mock,ZIKV,31.6983,8.37229,-1.92071,0.48325,no,0.48325
FLJ34503,Mock,ZIKV,0.0319532,0.0084406,-1.92054,1.0,no,1.0
CTCFL,Mock,ZIKV,0.0628506,0.0166101,-1.91987,1.0,no,1.0
RNASE4,Mock,ZIKV,2.06416,0.545542,-1.91979,5e-05,yes,5e-05
MCM6,Mock,ZIKV,30.1178,7.96902,-1.91814,5e-05,yes,5e-05
FGF14-IT1,Mock,ZIKV,0.042811,0.0113643,-1.91347,1.0,no,1.0
PGAM1P5,Mock,ZIKV,0.0425183,0.0112882,-1.91327,1.0,no,1.0
SCEL,Mock,ZIKV,0.029437,0.00783327,-1.90994,1.0,no,1.0
TCF19,Mock,ZIKV,6.89786,1.83752,-1.90839,5e-05,yes,5e-05
SH2D3A,Mock,ZIKV,0.0763492,0.0203437,-1.90803,1.0,no,1.0
TERT,Mock,ZIKV,0.339248,0.0903981,-1.90798,1.0,no,1.0
TEX40,Mock,ZIKV,0.116195,0.0310666,-1.90311,1.0,no,1.0
LOC541471,Mock,ZIKV,0.875361,0.234134,-1.90254,0.14445,no,0.14445
GDF10,Mock,ZIKV,39.9571,10.7196,-1.8982,5e-05,yes,5e-05
TSTD1,Mock,ZIKV,1.57959,0.423845,-1.89794,0.25245,no,0.25245
WDR65,Mock,ZIKV,1.39755,0.376234,-1.89319,0.0012,yes,0.0012
FAM163B,Mock,ZIKV,0.625571,0.168718,-1.89056,0.0175,yes,0.0175
FGF13-AS1,Mock,ZIKV,0.566824,0.152929,-1.89004,1.0,no,1.0
DAO,Mock,ZIKV,0.0426137,0.0115003,-1.88965,1.0,no,1.0
FA2H,Mock,ZIKV,0.0253493,0.00684332,-1.88918,1.0,no,1.0
RSAD2,Mock,ZIKV,0.130872,0.0353464,-1.88852,1.0,no,1.0
PVRL3-AS1,Mock,ZIKV,0.901288,0.243544,-1.8878,0.0057,yes,0.0057
MEDAG,Mock,ZIKV,0.0569066,0.0153882,-1.88677,1.0,no,1.0
CEP152,Mock,ZIKV,5.53591,1.50158,-1.88234,5e-05,yes,5e-05
OCM,Mock,ZIKV,0.151243,0.0411151,-1.87913,1.0,no,1.0
HOXB4,Mock,ZIKV,0.0558093,0.0151775,-1.87857,1.0,no,1.0
MYLK,Mock,ZIKV,4.42557,1.20605,-1.87557,5e-05,yes,5e-05
LRRC36,Mock,ZIKV,0.112396,0.0306565,-1.87433,1.0,no,1.0
LOC100505648,Mock,ZIKV,3.88473,1.0599,-1.87389,5e-05,yes,5e-05
CALML6,Mock,ZIKV,0.113054,0.030915,-1.87063,1.0,no,1.0
GDPD2,Mock,ZIKV,9.03461,2.47079,-1.87049,5e-05,yes,5e-05
TEK,Mock,ZIKV,0.824733,0.225733,-1.86931,5e-05,yes,5e-05
BRWD1-IT2,Mock,ZIKV,0.86736,0.237567,-1.8683,0.01165,yes,0.01165
ITGB4,Mock,ZIKV,0.0386087,0.0105814,-1.86739,1.0,no,1.0
"FAM74A2,FAM74A4",Mock,ZIKV,0.0114229,0.00313786,-1.86407,1.0,no,1.0
SCARA3,Mock,ZIKV,4.23261,1.16408,-1.86235,5e-05,yes,5e-05
LOC401980,Mock,ZIKV,0.0348221,0.00959366,-1.85985,1.0,no,1.0
LOC440896,Mock,ZIKV,0.0994633,0.0274359,-1.8581,1.0,no,1.0
MIR3180-5,Mock,ZIKV,1.59201,0.439586,-1.85663,1.0,no,1.0
PLAT,Mock,ZIKV,0.827737,0.22867,-1.8559,5e-05,yes,5e-05
NPR1,Mock,ZIKV,0.0337434,0.00932333,-1.85569,1.0,no,1.0
EPSTI1,Mock,ZIKV,0.00624529,0.0017273,-1.85425,1.0,no,1.0
CLEC4G,Mock,ZIKV,0.0163382,0.00451975,-1.85394,1.0,no,1.0
RPL23AP32,Mock,ZIKV,0.0438997,0.0121489,-1.85339,1.0,no,1.0
RNASE2,Mock,ZIKV,0.0344221,0.00952627,-1.85335,1.0,no,1.0
C4orf6,Mock,ZIKV,0.0273802,0.00757754,-1.85333,1.0,no,1.0
ARL5C,Mock,ZIKV,0.0248226,0.00686976,-1.85332,1.0,no,1.0
CPB2,Mock,ZIKV,0.0234523,0.00649071,-1.85328,1.0,no,1.0
CYP2C9,Mock,ZIKV,0.0110545,0.00305948,-1.85328,1.0,no,1.0
SNTN,Mock,ZIKV,0.0132707,0.00367283,-1.85328,1.0,no,1.0
LOC100506474,Mock,ZIKV,0.0105277,0.00291369,-1.85327,1.0,no,1.0
UCA1,Mock,ZIKV,0.00868309,0.00240317,-1.85327,1.0,no,1.0
C2orf91,Mock,ZIKV,0.0425029,0.0117664,-1.85288,1.0,no,1.0
GRK1,Mock,ZIKV,0.084984,0.0235363,-1.85231,1.0,no,1.0
TPTE2P3,Mock,ZIKV,0.0415768,0.0115261,-1.85087,1.0,no,1.0
PRKCDBP,Mock,ZIKV,0.167242,0.0464065,-1.84954,1.0,no,1.0
NPY,Mock,ZIKV,0.219745,0.061227,-1.84359,1.0,no,1.0
MT2A,Mock,ZIKV,4.59374,1.28015,-1.84335,0.0041,yes,0.0041
VTCN1,Mock,ZIKV,1.11604,0.311018,-1.84332,5e-05,yes,5e-05
TNFRSF13C,Mock,ZIKV,2.11856,0.590572,-1.8429,0.0004,yes,0.0004
GPR52,Mock,ZIKV,0.135762,0.03787,-1.84195,1.0,no,1.0
DUSP2,Mock,ZIKV,0.0671365,0.0187395,-1.84102,1.0,no,1.0
SLC2A4,Mock,ZIKV,1.12867,0.315695,-1.83802,5e-05,yes,5e-05
