symbol,sample_1,sample_2,value_1,value_2,log2FoldChange,pvalue,sig_flag,padj
KCNC4,Mock,ZIKV,1.00567,1.01167,0.0085757,0.9659,no,0.9659
GRSF1,Mock,ZIKV,14.1847,14.2702,0.00867785,0.92835,no,0.92835
PEX26,Mock,ZIKV,12.7576,12.8348,0.0087037,0.9335,no,0.9335
SH2D4B,Mock,ZIKV,0.291115,0.292881,0.00872764,1.0,no,1.0
CAND1,Mock,ZIKV,44.4007,44.6727,0.00880872,0.92525,no,0.92525
RNF8,Mock,ZIKV,4.34344,4.37089,0.0090891,0.93905,no,0.93905
PSMA6,Mock,ZIKV,97.2777,97.8982,0.00917382,0.926,no,0.926
NSUN5,Mock,ZIKV,6.27752,6.31758,0.00917732,0.95085,no,0.95085
LOC100996455,Mock,ZIKV,0.0921708,0.0927597,0.00918741,1.0,no,1.0
SUPT4H1,Mock,ZIKV,35.292,35.5184,0.00922504,0.95895,no,0.95895
ZNF785,Mock,ZIKV,6.268,6.30863,0.00932166,0.94,no,0.94
NHP2L1,Mock,ZIKV,48.2755,48.5906,0.00938537,0.9255,no,0.9255
RPLP2,Mock,ZIKV,1237.87,1245.96,0.00939575,0.92025,no,0.92025
TNK1,Mock,ZIKV,0.418479,0.421236,0.00947219,1.0,no,1.0
WNK2,Mock,ZIKV,18.8542,18.9786,0.00948857,0.92565,no,0.92565
NUP155,Mock,ZIKV,10.0567,10.123,0.00948997,0.9276,no,0.9276
PNP,Mock,ZIKV,8.56183,8.61835,0.00949288,0.9384,no,0.9384
SKAP1,Mock,ZIKV,0.0152762,0.0153788,0.00965663,1.0,no,1.0
MAML1,Mock,ZIKV,19.6945,19.827,0.00966917,0.91815,no,0.91815
ANKRD26,Mock,ZIKV,7.18947,7.23813,0.00973331,0.9261,no,0.9261
TMEM104,Mock,ZIKV,6.95999,7.00744,0.00980289,0.93195,no,0.93195
LMCD1,Mock,ZIKV,1.45037,1.46038,0.009918,0.9711,no,0.9711
ATG12,Mock,ZIKV,15.3853,15.4915,0.00991868,0.927,no,0.927
TMEM30A,Mock,ZIKV,43.5921,43.8945,0.00997485,0.91895,no,0.91895
GPR56,Mock,ZIKV,115.1,115.902,0.0100202,0.91445,no,0.91445
C11orf54,Mock,ZIKV,14.2759,14.3755,0.0100285,0.92965,no,0.92965
SBK1,Mock,ZIKV,53.9967,54.3768,0.0101204,0.91485,no,0.91485
SH3BP5,Mock,ZIKV,22.8276,22.9889,0.0101565,0.9447,no,0.9447
KIF1B,Mock,ZIKV,75.7145,76.25,0.0101679,0.9166,no,0.9166
E2F4,Mock,ZIKV,30.9628,31.1827,0.0102112,0.92045,no,0.92045
RFPL1-AS1,Mock,ZIKV,0.667432,0.672251,0.0103788,0.96915,no,0.96915
MUC6,Mock,ZIKV,0.308994,0.311225,0.0103806,1.0,no,1.0
TXNL4A,Mock,ZIKV,33.3054,33.5493,0.0105293,0.92345,no,0.92345
MAEL,Mock,ZIKV,0.371413,0.374176,0.0106934,1.0,no,1.0
VAMP3,Mock,ZIKV,18.2771,18.4147,0.0108178,0.9205,no,0.9205
HIF1A-AS2,Mock,ZIKV,22.6895,22.8608,0.0108487,0.97365,no,0.97365
PCBP1,Mock,ZIKV,151.554,152.705,0.0109168,0.9105,no,0.9105
BRE,Mock,ZIKV,17.1021,17.2323,0.0109455,0.92795,no,0.92795
RNF7,Mock,ZIKV,32.8696,33.1225,0.0110563,0.91475,no,0.91475
SPP1,Mock,ZIKV,1.20032,1.20957,0.0110705,0.96675,no,0.96675
NDUFAF3,Mock,ZIKV,37.4549,37.7526,0.0114235,0.9722,no,0.9722
C8orf58,Mock,ZIKV,9.76384,9.84193,0.011493,0.92865,no,0.92865
TBC1D22A,Mock,ZIKV,5.15141,5.19274,0.0115308,0.92645,no,0.92645
PRRC2B,Mock,ZIKV,92.7061,93.4602,0.0116877,0.90335,no,0.90335
TBX15,Mock,ZIKV,0.0274426,0.0276662,0.0117053,1.0,no,1.0
CCDC7,Mock,ZIKV,0.52394,0.528231,0.0117661,1.0,no,1.0
ASB2,Mock,ZIKV,0.261887,0.264066,0.0119509,1.0,no,1.0
GPR143,Mock,ZIKV,1.62277,1.63636,0.0120332,0.9541,no,0.9541
AQP3,Mock,ZIKV,0.234855,0.236839,0.0121392,1.0,no,1.0
TCERG1,Mock,ZIKV,49.9198,50.345,0.012237,0.89915,no,0.89915
NCAPH2,Mock,ZIKV,23.2394,23.4392,0.0123512,0.9233,no,0.9233
LOC441155,Mock,ZIKV,1.90095,1.9174,0.0124344,0.9464,no,0.9464
ARHGAP5-AS1,Mock,ZIKV,1.58113,1.59494,0.0125456,0.96905,no,0.96905
GGT1,Mock,ZIKV,1.28403,1.29525,0.0125527,0.97,no,0.97
LSR,Mock,ZIKV,5.04796,5.09233,0.0126258,0.9346,no,0.9346
PEX2,Mock,ZIKV,10.9699,11.068,0.0128365,0.90365,no,0.90365
SIRT3,Mock,ZIKV,10.1294,10.2202,0.0128667,0.94805,no,0.94805
RALBP1,Mock,ZIKV,14.9662,15.1019,0.013015,0.89835,no,0.89835
QPCT,Mock,ZIKV,0.407047,0.410739,0.0130269,1.0,no,1.0
SLC24A2,Mock,ZIKV,0.221215,0.223225,0.0130529,1.0,no,1.0
CUL1,Mock,ZIKV,43.0751,43.4674,0.0130805,0.8868,no,0.8868
DCAF7,Mock,ZIKV,67.3484,67.9683,0.0132195,0.91765,no,0.91765
MMP17,Mock,ZIKV,15.5116,15.655,0.0132676,0.9068,no,0.9068
MXRA5,Mock,ZIKV,0.155234,0.156679,0.0133688,1.0,no,1.0
ARHGAP24,Mock,ZIKV,1.56503,1.57972,0.0134815,0.93765,no,0.93765
SLC13A3,Mock,ZIKV,4.13098,4.1698,0.0134969,0.95005,no,0.95005
WBSCR22,Mock,ZIKV,31.1503,31.4454,0.0136008,0.9004,no,0.9004
SF3B14,Mock,ZIKV,75.4316,76.1546,0.0137624,0.9024,no,0.9024
NOP16,Mock,ZIKV,6.09232,6.15075,0.0137703,0.9387,no,0.9387
LEFTY2,Mock,ZIKV,0.0138653,0.0139999,0.0139389,1.0,no,1.0
PIP4K2A,Mock,ZIKV,10.6231,10.727,0.0140378,0.89985,no,0.89985
SIRT6,Mock,ZIKV,12.1858,12.3053,0.0140795,0.91585,no,0.91585
INTS4,Mock,ZIKV,10.0889,10.1879,0.0140809,0.9068,no,0.9068
LENG1,Mock,ZIKV,7.9892,8.06837,0.0142259,0.9741,no,0.9741
FAM73B,Mock,ZIKV,6.96867,7.03841,0.0143676,0.90225,no,0.90225
BSDC1,Mock,ZIKV,39.0394,39.4306,0.0143856,0.8834,no,0.8834
FNDC4,Mock,ZIKV,7.43571,7.5103,0.0144012,0.92075,no,0.92075
C11orf80,Mock,ZIKV,13.2763,13.4101,0.0144662,0.93925,no,0.93925
G6PC3,Mock,ZIKV,45.1997,45.6552,0.0144671,0.8899,no,0.8899
VPS37B,Mock,ZIKV,26.1527,26.4165,0.0144821,0.89365,no,0.89365
PMVK,Mock,ZIKV,16.9912,17.1627,0.0144854,0.9048,no,0.9048
SLCO5A1,Mock,ZIKV,5.3745,5.4289,0.0145307,0.9134,no,0.9134
FLVCR2,Mock,ZIKV,0.177809,0.179622,0.014632,1.0,no,1.0
IRGC,Mock,ZIKV,0.0195941,0.019794,0.0146436,1.0,no,1.0
TBC1D7,Mock,ZIKV,15.4548,15.6126,0.0146616,0.9173,no,0.9173
LOC100289650,Mock,ZIKV,0.0164627,0.0166309,0.0146703,1.0,no,1.0
ATP13A3,Mock,ZIKV,21.1501,21.3666,0.0146918,0.87995,no,0.87995
ZC3H4,Mock,ZIKV,10.8496,10.9607,0.0146993,0.8858,no,0.8858
CIB1,Mock,ZIKV,14.6403,14.7905,0.0147233,0.91815,no,0.91815
EPB41L3,Mock,ZIKV,18.0555,18.2412,0.0147689,0.8839,no,0.8839
TIMM22,Mock,ZIKV,11.2149,11.3316,0.0149315,0.90935,no,0.90935
KHDC3L,Mock,ZIKV,0.481102,0.486112,0.0149477,1.0,no,1.0
GRAMD4,Mock,ZIKV,13.0124,13.148,0.0149564,0.88815,no,0.88815
FYN,Mock,ZIKV,59.5963,60.2173,0.0149565,0.88045,no,0.88045
TMEM215,Mock,ZIKV,0.0252597,0.0255229,0.0149591,1.0,no,1.0
ACTN1,Mock,ZIKV,20.3976,20.6115,0.0150483,0.8848,no,0.8848
NDUFAF6,Mock,ZIKV,3.90423,3.9454,0.0151342,0.92625,no,0.92625
TFB1M,Mock,ZIKV,2.74583,2.77509,0.0152946,0.94525,no,0.94525
LOC100506795,Mock,ZIKV,0.0300586,0.0303818,0.0154323,1.0,no,1.0
VARS,Mock,ZIKV,24.6453,24.9106,0.0154469,0.87455,no,0.87455
SMAD1,Mock,ZIKV,15.4454,15.613,0.0155641,0.8863,no,0.8863
NCKIPSD,Mock,ZIKV,8.85345,8.94951,0.0155692,0.89525,no,0.89525
NAALADL2,Mock,ZIKV,0.423867,0.428489,0.015646,1.0,no,1.0
STK31,Mock,ZIKV,0.352251,0.356117,0.0157493,1.0,no,1.0
FAM92A1,Mock,ZIKV,36.6549,37.0608,0.0158875,0.8883,no,0.8883
FBXL14,Mock,ZIKV,19.0389,19.2501,0.0159134,0.89035,no,0.89035
SLC16A9,Mock,ZIKV,15.235,15.4052,0.0160328,0.87605,no,0.87605
SLC6A8,Mock,ZIKV,66.8054,67.5538,0.0160722,0.8686,no,0.8686
KRBA1,Mock,ZIKV,4.97416,5.02998,0.0160979,0.89795,no,0.89795
ENTPD5,Mock,ZIKV,4.1087,4.15485,0.0161152,0.92155,no,0.92155
RAB5B,Mock,ZIKV,34.5443,34.9366,0.0162926,0.86825,no,0.86825
CHN1,Mock,ZIKV,57.5289,58.1845,0.0163466,0.87595,no,0.87595
CACNA1I,Mock,ZIKV,0.289676,0.292999,0.0164556,1.0,no,1.0
PIGH,Mock,ZIKV,9.15057,9.25589,0.0165095,0.9288,no,0.9288
ARPC1A,Mock,ZIKV,70.3649,71.175,0.0165141,0.86605,no,0.86605
PTPRK,Mock,ZIKV,20.4984,20.7348,0.0165427,0.86895,no,0.86895
CCDC176,Mock,ZIKV,2.14048,2.16537,0.0166794,0.95045,no,0.95045
ZNF354A,Mock,ZIKV,11.4473,11.5817,0.016845,0.8851,no,0.8851
MBD4,Mock,ZIKV,12.8818,13.0332,0.0168562,0.9313,no,0.9313
COQ5,Mock,ZIKV,26.7181,27.0327,0.0168892,0.87665,no,0.87665
RWDD2B,Mock,ZIKV,5.3771,5.44058,0.0169343,0.9154,no,0.9154
C16orf13,Mock,ZIKV,42.7352,43.2408,0.0169674,0.89195,no,0.89195
LOC285740,Mock,ZIKV,0.0541982,0.0548414,0.0170221,1.0,no,1.0
CTXN2,Mock,ZIKV,0.173577,0.175643,0.0170702,1.0,no,1.0
SOCS4,Mock,ZIKV,11.8383,11.9803,0.0171923,0.8662,no,0.8662
PRPF19,Mock,ZIKV,56.0944,56.7695,0.0172585,0.86105,no,0.86105
TNFRSF25,Mock,ZIKV,12.0925,12.2384,0.0172999,0.95255,no,0.95255
MAP4K1,Mock,ZIKV,0.273047,0.276359,0.0173973,1.0,no,1.0
ZKSCAN8,Mock,ZIKV,21.268,21.5261,0.0174069,0.85985,no,0.85985
ZBTB1,Mock,ZIKV,13.6575,13.8243,0.0175157,0.86795,no,0.86795
POLR2E,Mock,ZIKV,33.4133,33.8234,0.0175971,0.8857,no,0.8857
TRMT10B,Mock,ZIKV,7.18243,7.27063,0.0176099,0.895,no,0.895
FBXL19,Mock,ZIKV,23.2534,23.5433,0.0178787,0.86355,no,0.86355
BET1L,Mock,ZIKV,13.0478,13.2105,0.0178822,0.8734,no,0.8734
FAM189B,Mock,ZIKV,22.1575,22.4346,0.0179274,0.8614,no,0.8614
DTX2,Mock,ZIKV,3.21712,3.25742,0.0179635,0.9222,no,0.9222
FLJ30838,Mock,ZIKV,0.924509,0.936105,0.0179822,0.9306,no,0.9306
IKBKAP,Mock,ZIKV,21.0223,21.2873,0.0180696,0.8546,no,0.8546
NPLOC4,Mock,ZIKV,28.1581,28.5143,0.018135,0.85435,no,0.85435
EFNB1,Mock,ZIKV,37.4619,37.9368,0.0181761,0.85705,no,0.85705
STAT1,Mock,ZIKV,10.6504,10.7866,0.0183442,0.86395,no,0.86395
EDEM2,Mock,ZIKV,7.34265,7.43679,0.0183787,0.89595,no,0.89595
MCL1,Mock,ZIKV,110.81,112.237,0.0184626,0.85285,no,0.85285
EDARADD,Mock,ZIKV,0.192679,0.195179,0.0185994,1.0,no,1.0
ACADM,Mock,ZIKV,23.4512,23.7564,0.0186555,0.85905,no,0.85905
HDAC6,Mock,ZIKV,44.0198,44.6001,0.0188962,0.8448,no,0.8448
GGPS1,Mock,ZIKV,16.052,16.2648,0.0189993,0.86035,no,0.86035
CXorf57,Mock,ZIKV,9.06634,9.18658,0.019007,0.8646,no,0.8646
RSRC1,Mock,ZIKV,11.8809,12.0388,0.0190555,0.8821,no,0.8821
SLC39A7,Mock,ZIKV,94.0633,95.3174,0.0191075,0.8443,no,0.8443
UBE3B,Mock,ZIKV,12.9856,13.1597,0.019207,0.8704,no,0.8704
MEST,Mock,ZIKV,310.777,314.949,0.01924,0.8449,no,0.8449
LRP6,Mock,ZIKV,15.7529,15.9662,0.0194091,0.8439,no,0.8439
MDH2,Mock,ZIKV,105.767,107.2,0.0194116,0.84455,no,0.84455
AAMP,Mock,ZIKV,40.1466,40.6927,0.0194906,0.85075,no,0.85075
KCNK13,Mock,ZIKV,0.121971,0.123636,0.0195608,1.0,no,1.0
CLIP4,Mock,ZIKV,2.06248,2.09068,0.0195924,0.89985,no,0.89985
CACTIN,Mock,ZIKV,12.077,12.2437,0.0197823,0.8679,no,0.8679
FKBP1B,Mock,ZIKV,12.6083,12.7833,0.0198897,0.8933,no,0.8933
ESYT2,Mock,ZIKV,15.0114,15.2204,0.0199501,0.837,no,0.837
MID1,Mock,ZIKV,28.4785,28.8752,0.0199576,0.85525,no,0.85525
INTS10,Mock,ZIKV,14.4243,14.6257,0.0200057,0.85695,no,0.85695
NDUFB11,Mock,ZIKV,81.2608,82.4,0.0200837,0.84195,no,0.84195
SUSD4,Mock,ZIKV,1.60927,1.63226,0.0204597,0.9306,no,0.9306
TATDN1,Mock,ZIKV,21.8496,22.1617,0.0204618,0.92315,no,0.92315
GOLT1A,Mock,ZIKV,0.151834,0.154004,0.0204739,1.0,no,1.0
DDX4,Mock,ZIKV,0.119868,0.121587,0.0205365,1.0,no,1.0
UBL7,Mock,ZIKV,32.2989,32.7622,0.0205508,0.8557,no,0.8557
SAMD4B,Mock,ZIKV,25.3886,25.7541,0.0206222,0.83165,no,0.83165
KIAA1211,Mock,ZIKV,25.8212,26.1931,0.0206324,0.8284,no,0.8284
EXOSC1,Mock,ZIKV,12.6866,12.8697,0.0206679,0.8789,no,0.8789
MKNK1,Mock,ZIKV,7.57438,7.6837,0.0206732,0.87255,no,0.87255
WTH3DI,Mock,ZIKV,0.175169,0.177706,0.0207517,1.0,no,1.0
ZFAND4,Mock,ZIKV,2.56508,2.60227,0.0207666,0.89765,no,0.89765
SNAPC2,Mock,ZIKV,7.97926,8.09507,0.0207885,0.885,no,0.885
BRD9,Mock,ZIKV,27.7222,28.1263,0.0208797,0.8367,no,0.8367
MOB3A,Mock,ZIKV,16.1781,16.4156,0.0210215,0.8378,no,0.8378
CDK14,Mock,ZIKV,17.3479,17.6032,0.0210765,0.8364,no,0.8364
NDST2,Mock,ZIKV,10.1963,10.3464,0.0210797,0.8496,no,0.8496
GREB1,Mock,ZIKV,7.94521,8.06257,0.0211545,0.8496,no,0.8496
PSMD11,Mock,ZIKV,29.2925,29.7255,0.0211721,0.8372,no,0.8372
NTNG2,Mock,ZIKV,6.15714,6.24845,0.0212379,0.8624,no,0.8624
HYLS1,Mock,ZIKV,1.49909,1.52137,0.0212834,0.9522,no,0.9522
EFNA5,Mock,ZIKV,1.67003,1.69487,0.0212961,0.88835,no,0.88835
TRAF7,Mock,ZIKV,26.8263,27.2279,0.0214353,0.8721,no,0.8721
LINC00202-1,Mock,ZIKV,1.55629,1.57971,0.0215539,0.9076,no,0.9076
TARS2,Mock,ZIKV,10.2477,10.4022,0.0215836,0.85425,no,0.85425
CORO1A,Mock,ZIKV,7.91645,8.03648,0.0217096,0.8737,no,0.8737
TIMM17B,Mock,ZIKV,46.2283,46.9324,0.021808,0.8907,no,0.8907
FAM49B,Mock,ZIKV,23.6823,24.0437,0.0218456,0.83195,no,0.83195
ZNF486,Mock,ZIKV,4.07898,4.14153,0.0219544,0.8668,no,0.8668
PLEKHM1P,Mock,ZIKV,5.43237,5.51568,0.0219589,0.86965,no,0.86965
ZNF143,Mock,ZIKV,7.94661,8.06874,0.0220049,0.8571,no,0.8571
GCM2,Mock,ZIKV,0.107563,0.109224,0.0221098,1.0,no,1.0
LIN52,Mock,ZIKV,15.3019,15.5385,0.0221369,0.84525,no,0.84525
EIF3I,Mock,ZIKV,86.3101,87.6451,0.0221432,0.82265,no,0.82265
RNF222,Mock,ZIKV,0.133413,0.135491,0.0222961,1.0,no,1.0
CES2,Mock,ZIKV,15.314,15.553,0.0223351,0.83315,no,0.83315
ZNF141,Mock,ZIKV,5.23995,5.32193,0.0223964,0.88855,no,0.88855
ZNF549,Mock,ZIKV,5.02302,5.10162,0.0224006,0.85575,no,0.85575
MGC32805,Mock,ZIKV,0.504236,0.512159,0.0224916,1.0,no,1.0
ANO8,Mock,ZIKV,22.719,23.0765,0.0225251,0.85635,no,0.85635
TRIM66,Mock,ZIKV,3.07625,3.12468,0.0225338,0.8463,no,0.8463
PKIA,Mock,ZIKV,38.6103,39.2204,0.0226199,0.812,no,0.812
RTN4IP1,Mock,ZIKV,3.09851,3.1476,0.0226751,0.8878,no,0.8878
LOC646762,Mock,ZIKV,4.08185,4.14655,0.0226888,0.85515,no,0.85515
OCIAD2,Mock,ZIKV,22.3671,22.7216,0.0226918,0.8701,no,0.8701
BUD13,Mock,ZIKV,11.5484,11.732,0.0227623,0.84755,no,0.84755
MYL6B,Mock,ZIKV,85.1322,86.4868,0.0227754,0.8223,no,0.8223
SNORA25,Mock,ZIKV,48.9027,49.6819,0.0228069,0.9462,no,0.9462
MAN2B1,Mock,ZIKV,14.9735,15.2122,0.0228089,0.8288,no,0.8288
ZFP36L2,Mock,ZIKV,17.5359,17.8159,0.0228525,0.82075,no,0.82075
ASH2L,Mock,ZIKV,15.8998,16.1546,0.0229359,0.8318,no,0.8318
COPZ1,Mock,ZIKV,83.0072,84.3374,0.0229364,0.81225,no,0.81225
CUL9,Mock,ZIKV,8.10835,8.23934,0.0231208,0.8257,no,0.8257
ZNF850,Mock,ZIKV,1.66235,1.68923,0.0231459,0.86615,no,0.86615
GMFB,Mock,ZIKV,28.8466,29.3172,0.0233456,0.8137,no,0.8137
CHSY1,Mock,ZIKV,13.746,13.9707,0.0233884,0.8233,no,0.8233
DDX52,Mock,ZIKV,13.4744,13.6955,0.0234805,0.8268,no,0.8268
AKAP11,Mock,ZIKV,15.2037,15.4543,0.0235868,0.81475,no,0.81475
JUND,Mock,ZIKV,242.05,246.071,0.02377,0.80665,no,0.80665
STAU1,Mock,ZIKV,43.3057,44.0263,0.023808,0.81065,no,0.81065
RUSC1,Mock,ZIKV,31.3514,31.8739,0.0238455,0.90675,no,0.90675
KCNA2,Mock,ZIKV,0.718393,0.730388,0.023891,0.9399,no,0.9399
SST,Mock,ZIKV,8.54205,8.68512,0.0239639,0.90885,no,0.90885
CCDC121,Mock,ZIKV,2.533,2.57546,0.023981,0.9702,no,0.9702
AP1M1,Mock,ZIKV,49.9118,50.7501,0.0240317,0.81215,no,0.81215
FBXL15,Mock,ZIKV,5.73993,5.83677,0.0241376,0.92745,no,0.92745
USP44,Mock,ZIKV,5.66516,5.76083,0.0241603,0.8486,no,0.8486
ZNF705D,Mock,ZIKV,0.0270938,0.0275514,0.0241635,1.0,no,1.0
SYPL1,Mock,ZIKV,10.2337,10.4066,0.0241755,0.84065,no,0.84065
PHKG2,Mock,ZIKV,7.66426,7.79378,0.0241763,0.93905,no,0.93905
TBC1D14,Mock,ZIKV,11.1995,11.3895,0.0242684,0.92205,no,0.92205
LOC100131655,Mock,ZIKV,0.648498,0.659605,0.0245007,0.96885,no,0.96885
GLUD1,Mock,ZIKV,38.1207,38.7757,0.0245763,0.79905,no,0.79905
ZFP1,Mock,ZIKV,9.60289,9.76812,0.0246126,0.83435,no,0.83435
DOCK11,Mock,ZIKV,2.99235,3.04393,0.0246563,0.8446,no,0.8446
EPHA3,Mock,ZIKV,63.5159,64.6127,0.024699,0.79195,no,0.79195
LOC650226,Mock,ZIKV,0.0495098,0.0503648,0.0247014,1.0,no,1.0
GLTSCR2,Mock,ZIKV,153.795,156.456,0.0247504,0.7972,no,0.7972
GADD45G,Mock,ZIKV,58.9818,60.004,0.024789,0.8146,no,0.8146
RGS2,Mock,ZIKV,26.2545,26.7124,0.0249455,0.82695,no,0.82695
HNRNPL,Mock,ZIKV,148.107,150.701,0.0250508,0.80225,no,0.80225
COL3A1,Mock,ZIKV,1.48825,1.51432,0.0250519,0.8783,no,0.8783
GPR17,Mock,ZIKV,0.0943789,0.0960333,0.0250709,1.0,no,1.0
STX18,Mock,ZIKV,15.6073,15.8835,0.025313,0.90455,no,0.90455
CBWD6,Mock,ZIKV,0.448417,0.456362,0.0253359,1.0,no,1.0
FSD1L,Mock,ZIKV,16.2616,16.5499,0.0253489,0.82935,no,0.82935
LHX9,Mock,ZIKV,40.107,40.8232,0.0255375,0.79615,no,0.79615
AMER1,Mock,ZIKV,5.43405,5.53193,0.025755,0.8119,no,0.8119
CRLS1,Mock,ZIKV,7.36416,7.49726,0.0258426,0.8189,no,0.8189
IFNLR1,Mock,ZIKV,0.537267,0.547017,0.0259483,1.0,no,1.0
GEMIN8,Mock,ZIKV,6.11383,6.22483,0.025959,0.83965,no,0.83965
DOK5,Mock,ZIKV,6.83644,6.96065,0.0259773,0.8558,no,0.8558
RPS15A,Mock,ZIKV,1636.61,1666.4,0.0260283,0.78455,no,0.78455
NME1-NME2,Mock,ZIKV,10.1443,10.3291,0.0260386,0.95895,no,0.95895
NOV,Mock,ZIKV,0.262017,0.266805,0.0261234,1.0,no,1.0
COPZ2,Mock,ZIKV,0.283441,0.288642,0.0262295,1.0,no,1.0
HERC2P10,Mock,ZIKV,1.47776,1.505,0.0263482,0.9646,no,0.9646
ZNF704,Mock,ZIKV,14.2357,14.5006,0.0265988,0.77735,no,0.77735
SEPT11,Mock,ZIKV,106.47,108.453,0.0266183,0.77945,no,0.77945
MYO1G,Mock,ZIKV,0.0474987,0.0483854,0.026683,1.0,no,1.0
CAPN6,Mock,ZIKV,1.0613,1.08113,0.0267131,0.897,no,0.897
C11orf83,Mock,ZIKV,5.56861,5.67291,0.0267703,0.9039,no,0.9039
QRICH2,Mock,ZIKV,2.47615,2.52259,0.0268052,0.84785,no,0.84785
MPV17L2,Mock,ZIKV,7.90997,8.05865,0.0268655,0.85625,no,0.85625
KIRREL,Mock,ZIKV,12.4577,12.6922,0.0269069,0.8013,no,0.8013
IFI27L2,Mock,ZIKV,24.1109,24.5662,0.0269863,0.87765,no,0.87765
VPS26B,Mock,ZIKV,32.2575,32.8787,0.0275165,0.77565,no,0.77565
GFRAL,Mock,ZIKV,0.00920285,0.00938031,0.027555,1.0,no,1.0
FGF14,Mock,ZIKV,6.58291,6.71001,0.0275891,0.85415,no,0.85415
BTBD6,Mock,ZIKV,13.0323,13.2851,0.0277139,0.93725,no,0.93725
TMEM9,Mock,ZIKV,81.9863,83.5777,0.0277366,0.7767,no,0.7767
KIAA1377,Mock,ZIKV,3.75125,3.82446,0.0278836,0.80865,no,0.80865
ALYREF,Mock,ZIKV,59.2158,60.3763,0.028001,0.79315,no,0.79315
CACNG2,Mock,ZIKV,0.554651,0.565549,0.0280701,1.0,no,1.0
NIPSNAP1,Mock,ZIKV,119.934,122.29,0.0280713,0.7777,no,0.7777
C8orf12,Mock,ZIKV,0.0308285,0.0314359,0.0281486,1.0,no,1.0
YWHAH,Mock,ZIKV,103.49,105.53,0.0281529,0.7733,no,0.7733
ANGPT4,Mock,ZIKV,0.0182902,0.0186515,0.0282169,1.0,no,1.0
POM121C,Mock,ZIKV,14.8607,15.1545,0.0282429,0.79335,no,0.79335
GUSBP3,Mock,ZIKV,1.05944,1.08039,0.0282458,0.932,no,0.932
EYA4,Mock,ZIKV,1.39826,1.42592,0.028264,0.8587,no,0.8587
JAGN1,Mock,ZIKV,14.9769,15.2733,0.0282762,0.81195,no,0.81195
YARS2,Mock,ZIKV,6.76789,6.9019,0.0282887,0.8372,no,0.8372
APTX,Mock,ZIKV,11.9563,12.1931,0.0282943,0.8171,no,0.8171
ZNF860,Mock,ZIKV,0.00741325,0.00756119,0.0285076,1.0,no,1.0
LOC153684,Mock,ZIKV,0.180415,0.184021,0.0285544,1.0,no,1.0
LINC00238,Mock,ZIKV,0.0186634,0.0190378,0.0286557,1.0,no,1.0
ZC2HC1A,Mock,ZIKV,23.3981,23.8686,0.0287224,0.77885,no,0.77885
EIF6,Mock,ZIKV,45.5754,46.4935,0.0287739,0.79435,no,0.79435
MARVELD3,Mock,ZIKV,0.283882,0.289604,0.0287859,1.0,no,1.0
MAGED1,Mock,ZIKV,286.153,291.93,0.0288365,0.7635,no,0.7635
MICAL2,Mock,ZIKV,0.453323,0.462495,0.0288977,1.0,no,1.0
JUP,Mock,ZIKV,41.2941,42.1335,0.0290306,0.7686,no,0.7686
MRPL22,Mock,ZIKV,5.13868,5.24319,0.0290468,0.83295,no,0.83295
WDPCP,Mock,ZIKV,1.86216,1.90004,0.029056,0.94705,no,0.94705
PPP6R2,Mock,ZIKV,23.581,24.0608,0.0290628,0.8876,no,0.8876
DENND5B,Mock,ZIKV,11.9765,12.221,0.0291589,0.76395,no,0.76395
PHC1,Mock,ZIKV,41.4414,42.2928,0.0293401,0.81975,no,0.81975
DDX6,Mock,ZIKV,39.4989,40.3108,0.0293542,0.7582,no,0.7582
ULK2,Mock,ZIKV,19.1406,19.5349,0.0294183,0.80185,no,0.80185
MED17,Mock,ZIKV,14.1653,14.4588,0.0295819,0.78285,no,0.78285
UBE2E3,Mock,ZIKV,150.864,153.993,0.0296185,0.7589,no,0.7589
PEX14,Mock,ZIKV,12.7295,12.9951,0.0297852,0.8052,no,0.8052
ETV6,Mock,ZIKV,4.0303,4.11466,0.0298878,0.80635,no,0.80635
MTOR,Mock,ZIKV,17.8781,18.2529,0.0299345,0.75675,no,0.75675
GPR61,Mock,ZIKV,0.172134,0.175753,0.0300158,1.0,no,1.0
DTNBP1,Mock,ZIKV,6.71589,6.85726,0.0300523,0.85225,no,0.85225
RAD9A,Mock,ZIKV,12.369,12.6309,0.0302343,0.899,no,0.899
ZC4H2,Mock,ZIKV,22.6393,23.1218,0.0304201,0.77095,no,0.77095
RTFDC1,Mock,ZIKV,53.2985,54.436,0.0304656,0.76295,no,0.76295
SAP30BP,Mock,ZIKV,19.8292,20.2528,0.0304966,0.77965,no,0.77965
AMIGO1,Mock,ZIKV,3.47616,3.55061,0.0305723,0.8469,no,0.8469
ZNF527,Mock,ZIKV,2.62539,2.68175,0.0306444,0.8239,no,0.8239
TMEM169,Mock,ZIKV,16.8238,17.1851,0.0306526,0.76675,no,0.76675
DTD1,Mock,ZIKV,69.3784,70.8691,0.0306698,0.7649,no,0.7649
LRP12,Mock,ZIKV,17.2019,17.573,0.0307937,0.7649,no,0.7649
TIMMDC1,Mock,ZIKV,19.9437,20.3741,0.0308042,0.7892,no,0.7892
UBA1,Mock,ZIKV,175.349,179.15,0.0309333,0.75095,no,0.75095
